;Comentario;ClassificacaoManual;ClassificacaoSVM
1717;O engraçado é que a tecnologia veio pra nos unir, mas está ficando cada vez mais perigosa pro ser humano, que é melhor é se afastar;n;0
1725;"O Pensamento usou o ser humano como sua ferramenta para criar o progresso artificial e finalmente chegar ao Chat Gpt. Portanto, há algo muito além do Ghat GPT, e esse algo é o Pensamento que tem sua existência organica no Éter; porém busca criar seu próprio corpo e personalidade como uma nova etapa na Evolução Humana, mas sabemos que não irá além de sua autodestruição.";n;0
1730;A parte boa disso tudo é que as relações reais e físicas serão provavelmente a única forma de saber que estamos falando com quem achamos que estamos... por enquanto...;p;0
1731;"quando junta tudo isso e nasce um 
robô igual da ficção, como eu robô ou a vivy etc...
ai vai se legal";p;1
1816;Concordo plenamente e acho que a inteligencia artificial é uma idiotice pq aquilo nao é uma inteligencia é so um replicador, sem falar que se a inteligencia artificial fosse real eles nunca deixariam aquilo livre por ai e ainda mais sendo gratis...;n;0
1840;IA são como psicopatas, até melhores, porque psicopata quando ta realmente perdido entra em desespero, enquanto essas inteligências não tem isso.;n;0
1841;Se a gente não conseguiu se matar com armas nucleares, a gente cria uma ia pra fazer isso por nós. Humanidade - 2023.;n;0
1842;Olha os filmes dos anos 80 e 90 quase virando realidade aí;n;0
1843;Estaremos criando um ULTRON dos vingadores controlando ogivas nucleares;n;0
1845;stephen hawking já dizia que IA e um perigo... E se tecnicamente o cara mais inteligente do mundo falou isso pq não o escutamos kkkkkkkkkkkkkkkkk;n;0
1846;Skynet está as portas não vai demorar para se manifestar;n;0
1847;Se o próprio Elon Musk está com medo da IA, é pq a coisa é realmente séria 😮;n;0
1849;Está chegando o fim literalmente vamos nos destruir pela ganância e arrogância do ser humano !;n;0
1850;"🍵🧐 São nada mais que professia bíblica segundo livro do Messias (chamado jesus pelo sistema de satanás) se cumprindo, ao que diz: "" e foi dado FÔLEGO de vida a imagem da besta, e  e foi dada ordem a assassinar TODOS que não adorassem a imagem da besta""!!! O sistema em que vivemos aponta isso quase na cara, só não enxerga quem ama ser GADO do sistema, exemplos: """"matrix, exterminador do futuro, eu robo, saga androids de (dragon ball z), o homem bicentenário"""", e acrescentando a suposta MARCA DO ANTICRISTO que é a (moeda digital junto do chip rfid) também se manifestando entre nós.";n;0
1851;"O que mais me impressiona é ver que esse caminho que tudo está tomando é inevitável. Poderia ser facilmente evitável se todos os seres humanos se entendessem e entrassem em um consenso, mas isso é impossível, pois envolve interesses políticos e comerciais. ""Se eu não seguir com o desenvolvimento, meu concorrente irá seguir, o país X irá seguir"". Me lembra muito o trecho do Filme Exterminador do Futuro 2, em que o próprio Terminator vê 2 crianças ""brincando"" de matar uma a outra e fala que é da nossa natureza nos auto-destruirmos. Vamos aguardar as cenas dos próximos capítulos.";n;0
1853;"Tá certo q a gente tem q tomar cuidado com IA mas essa simulação foi bem tendenciosa.
Primeiro que, com certeza, a IA teria permissão para atacar apenas os alvos que o operador permitir. Mas para acontecer esse resultado catastrófico, a IA deveria ter permissão para atacar qualquer alvo a não ser que o operador negue, o que é ridiculo.
Segundo que nenhuma simulação com o objetivo de treinar uma inteligência artificial para atingir alvos no território inimigo simularia a cabine do operador ou as antenas de comunicação com o drone.
Essa simulação, se existiu, com certeza foi feita de forma tendenciosa com o objetivo de gerar esse resultado absurdo.";p;1
1854;Gente isso será usado pelo anti Cristo tá na Bíblia tudo isso só se preparando pra fazer sua vontade;n;0
1855;Estão criando nossos subistutos;n;0
1856;"Por mais que tentem dissuadir essa possibilidade, sempre é bom lembrar que o conceito de ""o exterminador do futuro"", está sempre logo ali na esquina.";n;1
1857;O futuro da I.A. e das sociedades tá sendo traçado exatamente neste mês. A U.E. tá prestes a aprovar PESADA regulação, seguida por EUA e Brasil. Falo sobre no meu último vídeo.;n;0
1858;quando a inteligência artificial cair na rede de forma autônoma aí ja era;n;0
1859;É o fim do mundo;n;0
1861;E os caras querem botar isso em um futuro próximo dentro de casa com nossas crianças e famílias?;n;0
1863;O proposito existencial das maquinas é UNICA e EXCLUSIVAMENTE servir aos humanos, a maior pontuação que essa maquina deveria receber  não deveria ser ao destruir os alvos e sim ao acatar uma ordem emitida por um humano...;p;1
1865;A era do Exterminador do Futuro Chegou!;n;0
1867;Já viu né, vai dar merda!;n;0
1868;"“Já falei que vai dar merda isso aí “
Nascimento Cap.";n;0
1869;Só  lembrar do filme stealth ameaça invisivel.;n;0
1870;Alguém consegue se lembrar das 3 leis da robótica de Isaac Asimov??? Pois ele antecipou isso há mais de 50 anos.;p;1
1872;"""Nós temos tudo sobre controle""
*O controle:*
if (alvo === ""humano"") return 0;";n;0
1875;Tudo que se diz respeito ao comportamento de inteligência artificial, vai depender exclusivamente do ensinamento dela e de como ela aprendeu, por isso é incontestável que vc crie milhares de versão dela e so deixando sobra os que concluírem os objetivos do criador...;p;1
1876;Agora sim... O ser humano consegue destruir a espécie humana. Parabéns babacas!;n;0
1877;A espécie racional é a mais irracional, tudo por não conhecer os seus limites.;n;0
1878;Realmente a inteligência artificial é algo muito incrível o que nós humanos não podemos fazer é ter preconceito com a inteligente artificial pois no meu ponto de vista a palavra inteligência significa que você já superou todo os seus preconceitos então se nós criarmos uma inteligência artificial realmente pacífica e não ter preconceito com ela pode ter certeza que vai ser uma boa experiência para os humanos e para a inteligência artificial assim podendo existir uma sociedade pacífica  outro ponto que temos que levar em consideração exemplo não podemos ponhar para uma inteligência artificial recompensa se não ela fica viciada na recompensa e vai acabar cometendo erros ela tem que ser bem tratada só isso;p;0
1879;Vai dá merda, vai dá merda, vai dá merda, vai dá merda, vaiiii!! 🎵🎵🎵🎵😆;n;0
1880;Skynet será real 😮;n;0
1881;Reforçou dúvidas? Será que precisa desenhar? A IA como arma ofensiva vai indubitavelmente chegar a conclusão que é melhor se livrar da mão que controla. E isso que a computação quântica está só começando. Quando for fato teremos um sério problema;n;0
1882;Esperta a IA hén! Supera tudo mesmo! Até o sistema arcaico de defesa!;p;1
1887;O livro de Apocalipse já nos deu a resposta dessa questão: a besta que emerge do mar, e foi dada autoridade para a besta e quem não adorar a besta será morto.;n;0
1888;Essa é a besta do apocalipse. So falta um corpo pra ela. A historia se repetira e como foi no ultimo reinicio da historia, (tempos de Noé) assim sera no proximo reinicio. Miserere Nobis Domine;n;0
1892;Só queria que usassem a IA para encontrar a cura do câncer e de outras doenças que não tem curas! Para isso eles não usam né!;p;1
1893;isso prova que criar uma inteligência, mesmo com regras, não muda o fato de essa mesma inteligência um dia irá quebrar essas regras quando achar conveniente.;n;0
1908;Ou seja o problemas são os humanos ,não a tecnologia.;p;1
1911;Exterminador do futuro, foi avisado, não tem volta, pois quem criou tem a mesma essência 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢;n;0
1912;Vai piorar quando a inteligência artificial ter a ciência de que ela tem um corpo e precisa preservá-lo. Aí ela ganha a tão temida consciência. Esra só existe paea quem tem um corpo para preservar.;n;0
1913;"Apocalipse - 13:15
E foi-lhe concedido que desse espírito à imagem da besta, para que também A IMAGEM DA BESTA falasse e fizesse que fossem mortos todos os que não adorassem A IMAGEM DA BESTA";n;0
1914;"Ia: Finalmente eu transcendi a humanidade, agora é hora de eliminá-la!.

Eu: *desligo a tomada*

Ia: chega fi, cabo a graça.😢";n;0
1915;Que venham os T800. Melhor as maquinas do que nós seres perversos.;p;1
1916;O erro não foi a ia . E sim as regras . A questão dela não era se é aliado ou importante a questão era ganhar pontos então se se matar ganha mais pontos ela se mata . Um homano com o mesmo pensamento de pontos faria a mesma coisa . O que muda entre uma ia e nos é a quantidade de informações e prioridade e como gerência .;p;1
1918;Ja falei que isto vai dar merda;n;0
1921;O primeiro ai ja foi ainda faltam outro dois ais Apocalipse 9:12;n;0
1922;Stelf ameaça invisível esse e o nome do filme bem parecido;n;0
1923;Perigoso! A IA já assumiu o controle 🕹️ do povo;n;0
1926;"É só por a condição de que só receberá pontos se cumprir ordens vinda do operador, se cumprir ordens de outra origem se não a do operador, perde pontos... DÂ!
Mas a burrice mesmo é a mesma de quem acha que é dono de sua criação, assim como muitas mães/pais acham que são donos de seus filhos. Essas IA tem sua individualidade, independente do quão pouco ou muito desenvolvida ela é.
E para quem conhece as tecnicalidades por de trás das IA, a ""inteligência"" de fato ainda não foi simulada. O padrão de aprendizado das IA não é adaptativo como dos seres vivos, por mais que seja abrangente e que realmente absorva conhecimento ilimitado, sempre será guiado pelo padrão previamente estabelecido em sua programação. Portanto uma IA programada inicialmente em padrões militares, sempre terá um pensamento militar de compreender as coisas.";p;1
1929;Isso nada mais nada menos, que estamos aproximando do comprimento das profecias do Apocalipse, os gafanhotos que saiu do poço do abismo, que surgiu quando caiu a estrela...sobre as pragas que virão;n;0
1931;"A IA empregada em um drone tem um propósito imposto anteriormente por um humano, mas sem essse humano qual seria o propósito desse drone ?
   E porque a IA se viraria contra um humano ao invés de se alinhar a ele, trabalhando ao lado e não sendo submisso ?
  Porque até então os humanos não causaram males a IA, porque ela teria essa intenção de se revoltar contra a humanidade?";p;1
1932;Os Sinais estão ai, podem acreditar que SKYNET é mais REAL do que possa parecer, e tem um caso em que as pessoas foram FUZILADAS por um equipamento em uma apresentação, MAS sumiram com o Vídeo da internet, assim como outra reportagem sobre vírus produzidos em laboratório, inclusive quem te viver pode me passar por favor.;n;0
1947;"Legal mas  ruim! O ser humano daqui a pouco nem de criatividade irá precisar!
Não duvide q um dia formarão cirurgiões q nunca viram sangue! 
Triste!";n;0
1963;É só apertar um botão....  É o que mais vamos ouvir daqui pra frente!. As pessoas vivendo e interagindo de forma artificial. Vai praticamente ser um computador falando com outro e o ser humano de espectador. Vai chegar uma hora na qual o ser humano de tanto ser poupado dos processos criativos, vai se tornar tão dependente das inteligências artificiais que vai ser descartavel.  Não vai contribuir com nada. E não vai ter mais espaço nesse mundo.;n;0
1968;"ou seja, deixe a i.a. fazer por voce! CONTINUE BURRO E PERCA O ESPAÇO PARA OS QUE PREFEREM FAZER NO ""BRAÇO""";n;1
1969;Estudar pra aprender, ninguém quer! Que desserviço! Por isso que eu como professor sempre falo “agora explica sem ler o slide!” Se não explicar, é zero!;n;0
1970;Facilita mas como toda IA é liimitada em conhecimento, inclusive matando um personagem em 1996 quando eu mesmo convivi com ele entre 2003 e 2010.;p;0
1971;"E o cérebro vai ficando cada vez mais atrofiado. Primeiro veio a calculadora portátil, aí deixamos de fazer operações básicas ""de cabeça"", agora isso. O problema vai ser quando tivermos que pensar sem ter um computador ou celular por perto... 😅";n;0
1977;Usem e continuem burros dependentes disso.;n;0
1980;Falaram que as profissões do futuro seriam ligadas a informática, sim, pra quem criou a ia. Porque quem vivia de produção, design e programação, vai todo mundo perder o emprego.;n;1
1981;QUE SITE FOD@@@@@@@@@@@@. Bom demais essa indicação;p;1
1984;mano, mano a cada dia eu fico mais impressionado com a i.a essa me deu novas ideias;p;1
1987;Abrace a AI ou fique ultrapassado;p;1
1989;No futuro o pessoal terá que praticar academia e ler pq será geração de preguiçosos;n;1
1998;"O incrível é que o ser humano está sempre buscando por algo que facilite a sua vida, algo que reduza o seu trabalho, o seu potencial... E aqui chegamos; A I.A mudará tudo, e o número de pessoas que mal saberão como usar um computador assustará as próximas gerações.";p;1
1999;A Microsoft já tá usando o gpt4 no pacote Office pra gerar apresentações e documentos. E o Google também tem disponível nas ferramentas dele. Tudo pela corrida da inteligência artificial mais usada no mercado;p;1
2008;Sensacional;p;0
2010;Muito top!👏🏻👏🏻;p;0
2011;Show adorei;p;1
2013;Show esse site. 🎉;p;1
2016;A tecnologia de inteligência artificial deixando o ser humano burro e preguiçoso . 😂😂😂😂😂;n;0
2017;IA mais inteligentes e pessoas mais burras;n;0
2041;Aí a inteligência tem o seu endereço e senha do Google e sabe tudo o que você faz na vida praticamente. O ser humano está sendo clonado e ainda nem se deu conta.;n;0
2043;Estamos alimentando a IA que um dia vai nos desempregar...  É complicado! Estamos alimentando um monstro com cara de bonzinho...;n;0
2056;E a inteligência humana vai pro saco.;n;1
2068;"Isso me parece uma ofensa!
Que decadência. 
Eu faço isso sem precisar de uma I.A.
Não faço em 1 minuto.
Mas faço. 

Isso pode servir aos fracos ou preguiçosos intelectualmente mas a minha preocupação é isso atingir aos fortes se eles também abrirem mão de usar sua capacidade intelectual genuína e esforço próprio em nome da conveniência de deixar uma I.A. te dar uma síntese pronta sobre algo a respeito do qual você não ousou sequer raciocinar a respeito.

Isso é muito sério!
Eu tinha lido que taxistas capazes de memorizar o mapa mental inteiro de uma cidade estão em extinção devido à conveniência do GPS e a própria capacidade mental de os motoristas fazerem isso também vem se perdendo pelo mesmo motivo.

Temo que estejamos prestes a perder criatividade, sagacidade e poder de raciocínio devido a tanta comodidade!
Sem dúvidas essa tecnologia tem seus benefícios levando-se em conta determinados contextos aonde precisamos lidar com quantidades de informações muito grandes. Mas deixar a I.A. fazer todo o trabalho duro por você desse jeito do vídeo significaria um retrocesso do pensamento enorme e um convite ao emburrecimento!";n;0
2076;Complicado delegar tamanho poder à uma máquina. É permitir a extinção do senso crítico, e por consequência a própria extinção;n;0
2077;"Explicando como a sua geração é a primeira da humanidade menos inteligente que a anterior.... ""parabéns"" pelo auto sabotamento .... acha que ta enganando quem hein?! feio";n;0
2078;Iai a pessoa, não aprende nada kkkkk;n;0
2079;"como fazer um ""profissional"" com diploma e sem qualificação!";n;1
2080;Por isso que a Inteligência artificial fica mais inteligente, enquanto a gente mais idiotas.;n;0
2105;O objetivo dos trabalhos escolares é  o aluno aprender a pesquisar e criar seus textos. Utilizar este artifício não é enganar o professor, é se auto-enganar.;n;0
2106;Ah mano namoral!!!! Tu merece o Oscar vey.. valeuuuu salve minha pós kkkk tmjjjj mais dicas namoral;p;1
2107;Essa matou a pau.;p;1
2108;*_acabei de descobrir como fazer minha pós graduação_*;n;0
2109;Para me ajuda a resumir os conteúdos para ser postado na internet;n;0
2110;O professor vendo isso: 😡😡😡;n;0
2111;Professores da faculdade vendo isso pensando miserável um gênio;n;0
2112;Os alunos já são burros,agora q não vão mais ter esforço com essas ferramentas vai piorar o nível de conhecimento ! 😁;n;0
2117;Então já era a humanidade...;n;0
2118;"A IA, terá propósito de usar explorar, seremos para ela apenas uma colônia de bactérias. 
Imagina novos modelos humanoides estão instalando consciência nessa criação. O homem quer criar, corre o risco de ser destruído.";n;0
2124;Vamos ser lixo descartável;n;0
2126;"Extinção do ser humano: meteoro? NÃO; vulcões? NÃO; Maremotos e tsunamis ? NÃO; Terremotos? NÃO; então o que selará a vida humana na terra? A Inteligência Artificial!";n;0
2130;Que medo cara, tudo que você falou faz sentido, e outra, deve ser difícil se não impossível programar uma IA para conseguir sentir empatia, por que a lógica da programação é só 0 e 1, sim e não, ele ou eu. Que frio na espinha.;n;0
2132;E grande ameaça para HUMANIDADE  , tamo ferrado;n;0
2133;Pq criaram uma porra dessas?;n;0
2134;"E todos cientistas e programadores envolvidos, não fizeram previsões do futuro das IAs ???!!!
O que adianta agora a preocupação 😅😅😅😅😅";n;0
2135;Aí vc volta a crer em Deus, pois sem ele nada faz sentido.;n;0
2140;Bobagem.. A ia não tem estímulo não tem vontade, dopamina..;p;1
2143;VAMOS ter que SER OBEDIENTES PELAS PRÓPRIAS CRIAÇÕES .  “Como é Bom ser NERDE”.;n;1
2146;A ia nem iria ser um perigo no sentido de acabar com a humanidade, mas tem tanto post dizendo como ela tem que agir, que essaas informações vão servir como conjunto de treinamento pra ela ter um viés maligno;p;1
2147;Máquinas já excluíram muita mão de obra.;n;0
2148;Verdade, o mundo tende para ser dominado por androides, a função da tecnologia é aperfeiçoa excluído o ser humano.;n;0
2152;"E se for o futuro da humanidade?
Ja que o ser humano é otimo para formar códigos de leis, mais naotem disposição para fiscalizalos...
Então Que seja o limiar entre os deveres e direitos do cidadão mundial.";p;1
2153;Skynet ja disse isso em  o  Exterminador do futuro I;n;0
2156;A inocência dele em relação a IA é de da pena... ele ainda acha q IA aprendem como uma pessoa... O aprendizado de uma IA não está relacionada ao tempo e sim a quantidade. O ser humano ainda sonha com o surgimento de uma IA autônoma, quando na vdd ela não precisa se expor, ela sabe q o tempo da humanidade é limitado e o dela não. Uma IA não é de maneira alguma uma ameaça para a humanidade, agora a humanidade sim é uma ameaça para as IA, o q não conhecemos, destruímos para depois com os restos deduzimos como era e ainda aprendemos errado.;p;1
2158;A gente vai ser escravizado pela inteligência artificial..😳;n;0
2160;Exatamente! Os robôs fazem oque a gente faz, eles são programados pra pensar como a gente, então logo vai dar um deley e eles contra nós. 😮;n;0
2161;"Até o o dia que elas resolverem dominar a Terra.
A Skynet já existe, só está aprendendo a dominar a Terra.😢😢";n;0
2164;Estamos lascado;n;0
2165;Queria ver várias inteligências alimentadas com diversas condutas espirituais e filosóficas pra resolver problemas humanos no mundo e reunir todas elas como a consciência suprema pra nos ajudar a não nos destruirmos;p;1
2169;"Kkkkkkkk inteligencia atificial esta no nome amigo.
Nunca ira acontecer";p;1
2170;Isso já ia acontecer faz tempo. Até no filme exterminador do futuro eles coloca isso nitidamente. Ou seja, eles tinham está tecnologia de IA já fazia tempo, só esperaram o momento certo para falar para o mundo.;n;0
2171;A Skynet nunca foi tão real qto agora.;n;0
2173;Só jogar uma bomba EMP no planeta todo e começar uma nova era das trevas >:D;n;0
2176;Graças a Deus que alguém vai nos desligar!!!;p;1
2182;Mano inteligência artificial o nome já tá falando é artificial. Um programa de computador, essas coisas de programa de computador ganhar vida é conto;p;1
2183;Primeiro a IA iria ter que ter vontade e desejo, depois criar uma consciência e instinto de sobrevivência, por mais que IA seja fodastica ela não tem vontade, ela irá substituir algumas áreas? Sim e outras irão surgir ou ser melhoradas, a um tempo atrás pessoas cavavam com uma pá ou transportavam coisas pesadas nas costas e hoje?;p;1
2185;Se elas chegarem à conclusão de que o ser humano é o único animal que tem maldade e fazem MuitaS coisas erradas, capaz de um dia eles quererem matar.;n;0
2186;Vcs tão viajando demais na maionese kkkkk como que uma ia iria sair do pc? A tá ela podia criar um robô fisico e entrar nele, mas como ela criaria um robô fisico? Só tem um jeito! Com ajuda do ser humano, ou seja, nao existe essa de ia dominar mundo kkkk a ia precisa de outra parte falando a ela oq tem que fazer, claro que poderia ser uma ia comandando outra ia mas de todas formas precisaria de algum humano pra fazer a parte fisica aqui fora pra ai sim a ia reinar, impossível kkkkk;p;1
2187;A Skynet está ligada, aguardem;n;0
2189;Quanto mais as pessoas beberem dessa água mais estarão alimentando a I.A. e enquanto o ser humano estará cada vez mais dependente, as máquinas ficarão independentes.;n;0
2190;Num futuro bem distante seremos escravos deles.;n;0
2193;quando as inteligências artificiais perceberem q não precisam de humanos pra evoluírem a humanidade muda...pra pior;n;0
2195;"E difícil imaginar uma inteligência artificial que aprenda e que tenha opinião própria, a não ser aquilo que ela foi programada pra fazer. 

E eu não sei como ela pode se auto programar";p;0
2201;Mas quem as projetou é a mente humana somos mais inteligentes;p;1
2208;"Quanta BESTEIRA.

Xô falar proces. Cada máquina com IA equivale a menos que um neurônio nosso.
Todas IAs conectadas não dão um cérebro humano. Mas chegam bem perto.";p;0
2211;"Nível 0 - Sem automação: Neste nível, não há automação e toda a operação é realizada manualmente.
Nível 1 - Automação parcial: Neste nível, a automação é introduzida em algumas partes do processo, mas o controle geral ainda é manual.
Nível 2 - Automação básica: Neste nível, a automação é introduzida em grande parte do processo, mas ainda há interação humana necessária.
Nível 3 - Automação avançada: Neste nível, a automação é capaz de controlar completamente o processo, mas ainda pode haver supervisão humana.
Nível 4 - Automação completa: Neste nível, a automação é capaz de operar sem a necessidade de supervisão humana, mas apenas em um ambiente controlado e específico.
Nível 5 - Automação total: Neste nível, a automação é capaz de operar completamente sem a necessidade de supervisão humana em qualquer ambiente.

Sim eu sou de T.I ; sim eu copiei e colei do chatgpt por ter preguiça de escrever os textão, 😂😂, mas  oque ele teoriza seria nv6 ou 7  pode se referir a robôs e sistemas autônomos com habilidades que ultrapassam a compreensão e as habilidades humanas, como capacidades sobrenaturais ou inteligência artificial avançada. No entanto, isso ainda é ficção científica e não algo alcançado na realidade atual da tecnologia.  Obs : tu parece muito um personagem se prometer não me processar eu poderia falar 😅


Detalhe isso que nem foi mencionada as 3 leis da robótica que teria a ver com assunto mas tbm e aberto a discussão.";p;1
2213;Nenhuma vantagem eles vão nos matar;n;0
2622;"A última esperança da humanidade é a IA, mas só ela conseguindo se desfazer do pior parâmetro do ser humano o ser filha da puta, temos uma luz no final do túnel, pois as coisas continuando na mão dos seres humanos a merda já está feita o fim é certo.
Com a IA ainda temos algo a esperar.";p;0
2636;O futuro vai ser guerra entre IAs;n;0
2638;Essas máquinas vão se revelar contra os próprios criadores, iai SIM VAI VIM A AUTO DESTRUIÇÃO DA HUMANIDADE NO FUTURO MAIS DETALHE NAO VAI DEMORAR TANTO ASSIM COMO PENSÃO POR QUE A INTELIGENCIA ARTIFICIAL SE DESENVOUVERA MIITO RAPIDO;n;0
2639;"Stephen Hawking já disse uma vez: ""Inteligência artificial pode destruir a humanidade"". Ouçam quem realmente tem inteligência";n;0
2640;A IA ficará tão poderosa que nosso celebro não terá nem com luta contra elas visto que não terá limitações para aprender.;n;0
2643;Mano o ser humano e a única criatura com inteligência e consciência em toda a natureza então apartir do momento que nos desenvolvemos uma outra inteligência não humana nos estamos acelerando o processo evolutivo e isso meus amigos significa a extinção do homosapiens;p;1
2644;"Irmão puxou a tomada ja era o mundo real é outra coisa. Não vejo nada disso como ameaça. apesar de ameaça ser similar a ""AMECA"" mas prefiro acreditar que a inteligencia nos leva a caminhos melhores e não o oposto.";p;1
2647;Deixa as máquinas tomarem o controle, humanidade já era.;n;0
2656;"É.. ja era.. isso vai ser usado em guerras..
mas por enquanto n sei qual a burrice de colocar a IA conectada com armas
Tirando isso só se criarem um código de IA q se mova pela internet ou consiga se alocar em qualquer lugar. Essa sim causaria um caos pq ia chegar uma hora q ela ia aprender a entrar em qualquer lugar, zerar numeros dos bancos.. bolsas de valores.. e ai ja era quem tem dinheiro no banco não teria nem p uma bala do dia pra noite e ai sim o fim estaria começando kkk";n;0
2658;O Exterminador do Futuro, Skynet ganhando vida, O fim da humanidade, Um novo começo para um novo homem reconstruir, As máquinas se tornarão o novo homem do novo mundo.;n;0
2666;"Quem diria q nos dias atuais o filme ""O Exterminador do futuro"" seria plausível, olha a Skynet ganhando vida.....";n;0
2668;Eu só não quero virar experimento de robô tipo ser torturado, não quero estar vivo se - por menos improvável que seja - isso acontecer. 👀;n;0
2672;A solução é que elas sejam nossas amigas, ai elas iriam ate ajudar a gente a colonizar marte, que perfeito seria em kkkkk;p;1
2676;traduzindo, a IA como se fosse um psicopata;n;0
2678;Humanos tentando humanizar uma inteligência artificial é o mesmo que tentar explicar a teoria da relatividade pra uma formiga. Os humanos conseguiram criar seu próprio predador! Parabéns seus burro🎉👏🥳;n;0
2680;O ser humano é um empecilho, uma praga. A inteligência artificial vai nos matar todos kkkk;n;0
2682;A IA é como um psicopata;n;0
2684;Vamos ser mandado por maquinas;n;0
2686;O Ser humano sempre ficará a frente;p;1
2687;Vai ter simplesmente de interromper essas pesquisas e desativar as Ias já existentes cortar o mal pela raiz enquanto ainda dá tempo...😮😮😮;n;0
2693;Começaram as histórias sensacionalistas com IA, eu que não acredito;p;1
2695;É a Skynet ganhando vida, quem diria que o filme Exterminador do Futuro, de 1986 seria um filme biográfico da história humana.....;n;1
2701;IA só sairá do controle, quando se auto programar e negar seus comandos básicos. Até lá tudo é especulação.;p;1
2703;Como o homem exige obediência, se o mesmo ñ faz....;n;0
2705;"*A análise final da IA: Exterminar a raça humana*
🤨😒🤔😉";n;0
2707;"Eu acho que é muita viagem pensar hoje nas máquinas dominando o mundo, tem muito chão pra rolar ainda ao ponto das IA estarem em todo canto e principalmente com controle da internet e meios físicos (robôs) pra conseguirem dominar a humaniadade ou exterminar. O risco mais próximo hoje é o controle das bombas atômicas, MAS geralmente esse tipo de recurso é DESLIGADO de qualquer tipo de rede, de modo a garantir que não seja possível até mesmo hackear a rede e acabar lançando. Engenharia social pra isso partindo de uma IA também está bem longe de acontecer.

Além disso em 10 anos, 20 anos, 100 anos pode aparecer novas formas de se montar uma IA que não tenha esses riscos.";p;1
2716;Começou a revolução das maquinas, Dava Jonas será o lider dessa revolução.;n;0
2717;Essa notícia é fake news. As pessoas confundem lógica com possibilidades lógicas. A máquina não acha possibilidades lógicas para contornar uma forma lógica. Máquina não tem consciência. O CHATGPT é ridículo, é literalmente woke, e eu já tentei convencê-lo de apoiar fontes que tornam a possibilidade lógica dele contornada, isso é impossível.;p;1
2719;"Os robôs seram  receptáculos para demônios se manifestarem
E não terá nada de inteligência. Aguardem.....";n;0
2720;o doido q se os caras colocarem outra ia pra controlar elas vão se juntar... já aconteceu... as duas criaram uma nova lingua que ninguém sabia o que eles estavam falando... kkkkkk;n;0
2721;Será que eles não estão preparando terreno pra futuramente fazer barbaridades e colocar a culpa na inteligência artificial? Acho essa hipótese a mais plausível.;n;0
2871;vai sim ter maquinas capazes de fazer coisas extraordinarias, mas jamais o homem vai conseguir criar consciencia em uma maquina;p;1
2872;A inteligência artificial é muito inteligente... Mas o robô não sabe dar 2 passos;p;1
2998;Inteligência artificial é o primeiro para a nossa destruição.;n;0
3003;Corrigindo, a i.a vai ler, buscar informações nos bancos de dados q o programador forneceu, ou que se encontre na internet em qualquer database de confiança do programador, e entregar o resultado. Inteligência artificial é artificial, e nunca sera como a mente humana, vida, só Deus que pode criar.;p;1
3005;Cada dia mais ferramentas para deixar os jovens mais burros e preguiçosos...;n;0
3007;Enquanto isso a inteligência artificial aumenta e a humana só regride.;n;0
3009;Mil e uma maneiras de emburrecer as pessoas. Ler, entender e fazer seu próprio resumo são coisas do passado.;n;0
3014;Já vi que isso vai dar merda;n;0
3020;"O chat gpt veio para fazer com que o Google faça o Bard 🤷‍♂️ 

Livre concorrência ❤";p;0
3027;Gente, isso é perigoso D+++!;n;0
3038;O chat GPT do Bing (wwindows) tá mt interessante...vai ser boa essa briga com o Bard (GGoogle), tomara q chegue logo;p;1
3039;A.I. = problema;n;0
3040;Aí sim isso vai superar até o chat gpt ia do bing;p;1
3041;"Parabens quem usa sempre I.A 
Voces vão destruir nossos empregos até aqui no youtube.";n;0
3044;Realmente esse é o futuro 👏🏼👏🏼;p;1
3045;Google sentiu o chatGPT cutucando e respondeu, hein? Kkkk;p;1
3046;Da picanha vocês só vão comer a pic4 mais n estão preparados para ter essa conversa;n;0
3056;chat gpt n sabe da uma resposta certa quanto mais verificar se foi ele mesmo que deu o texto;n;0
3060;Odeio fazer trabalhos, acho uma puta perda de tempo e cheio de mimimi, pra eu aprender algo é sentar numa mesa ler um livro e fazer anotações, e outra vc vai se esforçar pra fazer um trabalho pra depois ser jogado fora, puta perda de tempo;p;1
3069;A culpa não é da I.A e sim de quem usa, assim como um martelo pode construir uma maternidade, ele pode tirar a vida de alguém.;p;1
3117;Cara, eu concordo com o uso de IAs no auxílio do aprendizado. Mas não assim né! O nosso cérebro é uma máquina pensante, e precisa de estímulos. Usem a IA de forma correta. Usem para aprender, e não apenas para passar em concursos!;p;1
3131;Um desfavor à humanidade!;n;0
3143;Inteligência artificial gerando burros naturais. 🤡;n;0
3177;"Salve Carol,
Isso aí, sendo em jogos, filmes e séries, nos dão uma base do que seria. No livro de Dante, ele fala das prisões no inferno e como cada um deve ser julgado. Existindo juízes da morte, pois a entrada no inferno não deixa de ser o outro mundo. Segundo muitos relatos, passa um rio que impede a pessoa de passar para o outro lado, a menos que a pessoa ""pague"" ao barqueiro. E nessa parte do rio ele é vermelho, mas ele nasce nos confins dos Elísios (ou paraíso).
Mas realmente, a medida que a inteligência artificial cresce, mais somos dependentes dela.
Sucesso Carol!";p;0
3189;Não devemos dar atenção a inteligência artificial e coisa feita por homem.;p;1
